"title","one_liner","image_url","location","booking_url","description","date_start","time_start","attending","source","source_event_id"
"ICE OUT! Minneapolis","£5+","https://images.ra.co/c8968e0ee086777d835b936f14a8a98a0f474ccc.png","People's Leisure Club, 45 Lothian Street, Edinburgh, EH1 1HB","https://ra.coevents/2367370","Import x Slàinte Mhath are joining forces to fundraise towards supporting the people affected and efforts to resist ICE in Minneapolis. The city has been under intense policing since the murder of Renee Good, with ICE continuing their operation, terrifying and harassing immigrants from all backgrounds, disabled people, as well as residents alike. The people of Minneapolis need our help as they rally to aid those most impacted. 

ICE OUT! Minneapolis takes place at Peoples Leisure Club on March 1st 7pm-12am to unify in a common goal of protecting the city of Minneapolis and those impacted by ICE. We have hand-picked some of our favorite DJs to play a mix of genres throughout the whole night.  We hope you will join us in showing that Edinburgh stands in solidarity with Minneapolis and against ICE. Immigrants make our communities better! 

Tickets are available via RA and on the door with all ticket proceeds going towards the chosen charity. Optional extra donations are encouraged on both ticketing platforms as well as on the door.

Funds raised through this event will go directly to support families with basic needs and wellness care, including rent, groceries, utilities, and other urgent expenses. You can have a look at our chosen Mutual Aid fund below in the fundraiser link!","2026-03-01","19:00:00.000",25,"ra","2367370"
"Postal: Seumas","","https://images.ra.co/1ab91c40d8c60c2165c2fa36eeb6682826b04660.jpg","Sneaky Pete's, 73 Cowgate; Edinburgh, EH1 1JW; Scotland; United Kingdom","https://ra.coevents/2377171","Sending it into the start of next week every Sunday at Sneaky Pete’s.","2026-03-01","23:00:00.000",2,"ra","2377171"
"EMS presents: Arcadia III","£","https://images.ra.co/4e3303c5d167e90538b3fc2618170ba4c8770e4b.jpg","The Bongo Club, 66 Cowgate; Edinburgh, EH1 1JX;  Scotland; United Kingdom","https://ra.coevents/2364688","Arcadia is coming back for its third edition with a massive reunion of Cowgate's iconic duo, Celtic Terror Squad, playing for the first time since 2024! Upstairs we'll be joined by the infamous Lara Sinclair, the local underground driving force behind Chromatic and Capital Tropical. Joining them are EMS DJs to give you another unforgettable night. 
Expect techno, hardcore, and acid downstairs, with house, dub, footwork and leftfield cuts upstairs. 

As always, come early, stay late and don't be a dick <33","2026-03-03","23:00:00.000",66,"ra","2364688"
"Andromeda at Sneaky Pete's","","https://images.ra.co/2b6ac10a6f0719ab6517c5b663045b84650eb565.jpg","Sneaky Pete's, 73 Cowgate; Edinburgh, EH1 1JW; Scotland; United Kingdom","https://ra.coevents/2375934","We’re back at Sneaky Pete’s with SAV from Manchester. Shifting between electronic, acid, breakbeat and underground dance. 

SAV’s sets feature live saxophone lines threaded through raw rhythms, introducing a dimension of jazz infused groove. 

He’ll be headlining from 1-3 bringing eclectic sounds to the dancefloor with his stripped back approach.

Our very own Skylar and Stan playing from 11-1. ","2026-03-04","23:00:00.000",48,"ra","2375934"
"ELEMENTS: Chapter 2 - Fire","5.00","https://images.ra.co/8a134881fb16a58fdd9a0c0b4c6fbf219d5d92db.png","People's Leisure Club, 45 Lothian Street, Edinburgh, EH1 1HB","https://ra.coevents/2356455","ELEMENTS: Chapter 2 - Fire 
Elements returns for Chapter 2: Fire, and this time we’re turning the heat up!

Following our opening Water chapter, Fire brings more energy, more vibes, warmer tempos and a room full of movement. The night lands just before International Women’s Day, so we’re celebrating with an all-female DJ lineup, shining a light on selectors doing brilliant things across the Scottish scene.

Expect the space to be fully transformed again! Red, orange and yellow tones, brand-new custom artwork, immersive lighting and fire twirlers. The room changes but message is the same: bringing that festival feeling indoors, just with a bit more heat this time.

On the decks all night are the daring duo PASO (Fly, Cabaret Voltaire) and Monicat (Sneaky Pete’s, Mash House), bringing fiery house selections from start to finish. These selectors have been tearing it up all across the country and we can’t wait to have them at Elememts. No headliners, just great DJs and great music all night long.

DRESS CODE:
Wear something red, orange or yellow...a tee, jacket, shades, anything. Keep it simple or go all out, we love both.
Chapter 2 is about energy, confidence and celebrating women behind the decks. If you enjoyed Water, expect Fire to hit a little harder.","2026-03-05","23:00:00.000",30,"ra","2356455"
"Mile High Club: Lewis Robertson + yung kidd","","https://images.ra.co/51b8bd85f076f67d57d9f8e24c0927284c6c7830.jpg","Sneaky Pete's, 73 Cowgate; Edinburgh, EH1 1JW; Scotland; United Kingdom","https://ra.coevents/2372451","The next transmission.

This one feels close to home. We’re joined by Lewis Robertson of Glasgow’s Dance No Evil collective - a selector known for deep, driving rhythms and moments that pull a room properly inward before letting it breathe again.

Expect a set built with intention. No rush, no filler - just patient blends, weighty low-end and that raw, after-hours feeling we lean into.

yung kidd on support + a b2b to close off the night in true Mile High Club fashion.

Limited capacity. Familiar faces. See you inside.","2026-03-05","23:00:00.000",19,"ra","2372451"
"Other People's Leisure x PRZDNT","£7","https://images.ra.co/5bf5110822c4f6a5569506f7613dc6ca6b375d20.jpg","The Leith Depot, 138-140 Leith Walk, Midlothian, Edinburgh, EH6 5DT, United Kingdom","https://ra.coevents/2368679","Other People’s Leisure a Scottish electronic duo combining live vocals, intricate production, and multi projection visuals share the bill with Glasgow’s PRZDNT, whose electro disco productions have built a following of 20k monthly Spotify listeners. Both acts are backed by BBC Introducing. Catch them early.​​​​​​​​​​​​​​​​","2026-03-05","19:30:00.000",4,"ra","2368679"
"Bongo Incognito #10 - Secret Special Guest [UK Garage Legend]","£0-10","https://images.ra.co/7322a5e6fb7e285639c43358e4a63503b6fb3244.png","The Bongo Club, 66 Cowgate; Edinburgh, EH1 1JX;  Scotland; United Kingdom","https://ra.coevents/2325976","A MOBO-winning producer steps in. Think UKG architect, chart breaker, and a mind behind era-defining flips that lit up the airwaves and rewired dancefloors. 

From deep roots in acid-jazz to garage anthems that are still on rotation... our March guest has reshaped the game and remixed everyone under the sun.

Don't sleep on this one!

If you know, you know. If you don’t, you will.

::: This is Bongo Incognito :::

Underground spirit. No phones. Just sound. A gathering for the heads, the seekers, and those who move.

Held at Edinburgh's Bongo Club. An institution since 1996 driven by Danley Sound Labs.

::: Past Guests :::

DJ Storm, Tim Reaper, Wookie, Surusinghe, L-Vis 1990, Neil Landstrumm and many more to be revealed","2026-03-06","23:00:00.000",193,"ra","2325976"
"FLY // bullet tooth // Edinburgh","£10-£20","https://images.ra.co/e694c2d88919d522c714ac417fba16f02b621495.jpg","Cabaret Voltaire, 36-38 Blair St; Edinburgh, EH1 1QR; Scotland; United Kingdom","https://ra.coevents/2342963","FLY presents bullet tooth // Edinburgh

Last Entry: 01:00

FLY champions cutting edge music in Scotland. Alongside our weekly clubs, we deliver FLY FESTIVAL, FLY WAREHOUSE and many more of the country's top underground dance events.

Previous Guests: &ME, Chris Stussy, PAWSA, Marlon Hoffstadt, sim0ne, DJ Heartstring, Chloé Caillet, Interplanetary Criminal, Job Jobse, Mr G, Max Dean, EFFY, Josh Baker, Sally C, KILIMANJARO + more.","2026-03-06","23:00:00.000",105,"ra","2342963"
"feeo (live) at Pianodrome","£14.00","https://images.ra.co/b46c3a538d2568dd2b3ec9a661a6fa6cb9262041.png","Pianodrome Bruntsfield Community Hub, 41 Montpelier Park, Edinburgh EH10 4NB","https://ra.coevents/2355725","AD93 signee feeo comes to the Pianodrome on March 6th, touring her new album Goodness.

'One of the most breathtakingly beautiful albums of the year.' - Pitchfork

Feeo is the solo project of Theodora Laird, emerging from the London experimental improvisation scene. It's easy to get lost in Goodness' dense and cold soundscapes-- the album is a peculiar and tremendously compelling combination of the Copenhagen sound-dream, girded with a real immersive dread, reminiscent of F# A# Infinity at full pelt.

Every track is a highlight, but pay particular attention to 'win!'. The simple refrain of 'we can figure this out' is manipulated endlessly by Laird's shapeshifting voice; taking on new meanings with each dip, pause and elongation of the phrase. It feels like a memory of a dub song, the drums breaking through from time to time but firmly outside of the song; sounds are processed until they're unrecognisable then buzz around like insects. Finally, there's a moment of air before it all collapses into muffled bass.

Since the Album's release in October it has been subject to a steady stream of praise: Achieving #6 on Pitchfork's electronic albums of the year, DJ Mag's top albums of 2025 and the Guardian's best new tracks along with countless glowing reviews in publications across the music world.

Support comes from Daksh.

No one turned away due to lack of funds, free and concession tickets available, email office@curvingtrack.com","2026-03-06","19:00:00.000",38,"ra","2355725"
"Hot Mess: Queer Dance Party","","https://images.ra.co/0bf0561cbebd2d642a3440a6219c2a1007659541.jpg","Sneaky Pete's, 73 Cowgate; Edinburgh, EH1 1JW; Scotland; United Kingdom","https://ra.coevents/2375096","Hot Mess is Scotland’s longest-running and, some would say, most beloved queer clubbing institution.

Simonotron plays tear-drenched orchestral disco, raw, bumping house, high-NRG classics and bleepy psychedelic techno all night long. Offering dancefloor comfort and joy for people of all genders, sexualities, ethnicities and ages, Hot Mess will blow your mind, give you little forehead kisses, and call you a good boy.","2026-03-06","23:00:00.000",25,"ra","2375096"
"Talawa Mama #02","£10-15","https://images.ra.co/c3e470139ed8a0c4849af5873e5564ba9be92032.jpg","Jamaica Yard, Jamaica Yard, 3 Jamaica St, Edinburgh EH3 6HH","https://ra.coevents/2343916","We're back for round two of good vibes, music and food at Jamaica Yard! It was too sweet the first time round - we had to run it back! 

A love letter to Caribbean sounds and culture, Talawa Mama is a night for Soca and Dancehall lovers and community. Ria's invited the lovely rára to join for this editions b2b. Expect some old and new school tunes, seasoned with some edits and other caribbean genres. A light bite to eat (which yes, is included in your ticket) is being provided by Guajira Café. 

Profits from this event will go towards Hurricane Relief Funds for islands in the Caribbean affected by Hurricane Melissa.

This is a small venue with limited tickets available as an fyi! There is also no step free access to the entrance - entry to the venue is down a single set of stairs with step-free access inside.","2026-03-06","19:00:00.000",16,"ra","2343916"
"Bpm - Blanc","","https://images.ra.co/17471e37d64da28d1ba39e8ad40cdb8ecc9ef254.jpg","La Belle Angele, 11 Hasties Close, Edinburgh, EH1 1HJ, Scotland, United Kingdom","https://ra.coevents/2371837","BLANC

After a complete shutdown at ROUGE, the collective returns.

Hip-Hop / RnB / House

We are taking over La Belle Angele to deliver that signature BPM energy. Expect the purest vibes in the city.

WHEN: Friday, 6 March 
WHERE: La Belle Angele 
TIME: 22:30 – 03:00

EVERY SINGLE EVENT HAS SOLD OUT. Do not wait for the final release - secure your spot at BLANC now. 

Love 

@bpm.edi","2026-03-06","22:30:00.000",3,"ra","2371837"
"Morgan Seatree presents: UNFUSSY Edinburgh","£20+","https://images.ra.co/b6b569a9b9cae37fda870ebe183e6f515cf52319.jpg","The Liquid Room, 9c Victoria Street; Edinburgh, EH1 2HE; Scotland; United Kingdom","https://ra.coevents/2300287","MORGAN SEATREE presents UNFUSSY: Edinburgh

Fast rising Manchester DJ & producer heads to Edinburgh's Liquid Room on March 7th as part of his UNFUSSY UK tour.

ON SALE NOW.","2026-03-07","22:30:00.000",79,"ra","2300287"
"Vuncle & Friends","","https://images.ra.co/362000bbd21bf992e31c97e493990bd61ebe521a.jpg","Sneaky Pete's, 73 Cowgate; Edinburgh, EH1 1JW; Scotland; United Kingdom","https://ra.coevents/2350889","Presented by Volens Chorus

Having amassed over 600k followers across various social platforms for his unlikely incursion into the core of the British culture zeitgeist, Vuncle, the self-styled ""American Charva"" has spent recent months attending various UK club nights and festivals, from Teletech to Creamfields and beyond, forging unlikely friendships and garnering support from some of the scene's most exciting up and coming DJs

Now, Vuncle brings his world into some of the UK & Ireland's best intimate clubs for a run of carefully curated Vuncle & Friends parties to kick off the year.

Across the debut tour, Vuncle will be behind the decks alongside a rotating cast of very special guests, with a different line-up in each city, played out on some of the best sound systems in the country.","2026-03-07","23:00:00.000",74,"ra","2350889"
"Microsteria  x  T E E S H","12","https://images.ra.co/bd83ba2f1dafa787abfe65d242adc7a6f723d4e6.jpg","People's Leisure Club, 45 Lothian Street, Edinburgh, EH1 1HB","https://ra.coevents/2359907","MICROSTERIA  X  T E E S H

An all-you-can-eat-mind-buffet…
A dance in the belly…
A late night rupture…

An electronically mutated night of Live Music, DJs, Costume & Visuals with:

Bikini Body (Live)
Sarah/Shaun (Live)
Pako Vega (DJ)
Marinello Studio (DJ)
Otisworming (DJ)
Bloobeer (DJ)
Wasted Space (Video)
Philippa Brown (Costume)
Kat Amongst The Pigeons (Performance)

Curated by Glo Black (Microsteria) & Marinello Studio (Teesh / poster design)


Alternative/Experimental/Electronica/Acid/Punk/Shoegaze/Pop
£12 Presale /// £15 OTD","2026-03-07","22:00:00.000",26,"ra","2359907"
"TranceParency at THE VAULTS","£5-£10","https://images.ra.co/1a21178a30c3f155df2a8effa566a62a6726f681.jpg","Cabaret Voltaire, 36-38 Blair St; Edinburgh, EH1 1QR; Scotland; United Kingdom","https://ra.coevents/2371743","𝐓𝐇𝐈𝐒 𝐌𝐀𝐑𝐂𝐇!

𝐒𝐚𝐭𝐮𝐫𝐝𝐚𝐲 𝟕𝐭𝐡 𝐦𝐚𝐫𝐜𝐡, we Return to the vaults, bringing you the sounds of trance and more.

Our last event with Thelma was incredible. The place was rocking from the get go.

We pride ourselves in that TranceParency is just one big party for all. And that’s why we have grown as a wee family, the artists on this lineup are people who have become part of that family, people who we believe to be carrying this scene in Scotland and beyond.

They know exactly how to get you jumping!

Joining us in the capitals favourite club @cab_vol

We have…

@lipsleek_
@maryka_cain
@djdevkandak
@bradherbert_
@clear.uk
@roryhntr
@detollysound_
@eazycompany.gla","2026-03-07","23:00:00.000",16,"ra","2371743"
"Lee Scratch Perry Dub Salute - Messenger Sound System","9-12","https://images.ra.co/8d10344a51517e27c6ec178e547249cebbfebf33.jpg","The Bongo Club, 66 Cowgate; Edinburgh, EH1 1JX;  Scotland; United Kingdom","https://ra.coevents/2367112","DUB ME CRAZY!
Muzikal Spotlight shines bright on the 1 + only Lee Scratch Perry
Original Upsetter / Dub Organiser !
Timeless ""Black Ark"" magic and shots of class from todays Dub Masters.","2026-03-07","23:00:00.000",13,"ra","2367112"
"I've Got A Meeting presents: 'The Big Fat Meeting'","8.00","https://images.ra.co/577743a16967dcd8bebf5f88afdcd159cdddf6dc.png","The Wee Red Bar, Edinburgh College of Art, 74 Lauriston Place; Edinburgh, EH3 9DF; Scotland","https://ra.coevents/2374936","I've Got a Meeting presents a one-night festival lineup and club night, spanning across genre, all in support of Breast Cancer Now! Join us for a night of eclectic sound and dance, starting from £5. Raffle prizes will also be up for grabs, including gig tickets, vinyl shop coupons, cinema tickets, and more...

Our lineup includes:
Cadence (Funk/Soul)
Aldous (Alt/Indie)
Paiezi (Metal Fusion)
No Bad News in Heaven (Alt Rock)

Club night DJed by: FF4C (Electronic)","2026-03-07","19:00:00.000",3,"ra","2374936"
"Rio Tashan presents Expressions: Free Time x Nightvision","8","https://images.ra.co/8c1e9fba2092001b6d96fcb89e77573199d4ee8c.jpg","Sneaky Pete's, 73 Cowgate; Edinburgh, EH1 1JW; Scotland; United Kingdom","https://ra.coevents/2362194","Rio brings his new brand Expressions to Edinburgh's legendary Sneaky Pete's with a stacked lineup and an early curfew

Free Time is Sneaky Pete's series of 6-10pm DJ shows with legendary artists","2026-03-08","18:00:00.000",13,"ra","2362194"
"Drum n Bounce: IWD Weekend Special","£7.50-£10","https://images.ra.co/c43e945957bb92137ec664657c77d8d2f62240fa.png","Bellfield, 16B Bellfield St, Portobello, Edinburgh EH15 2BP","https://ra.coevents/2362110","Motion State Events are running another weekend Drum n Bounce fitness class in Portobello for those who want to try it out and come along to bounce to some drum and bass!

What’s Drum n Bounce?
It’s a feel-good fitness class set to the sounds of drum n bass for an epic workout that feels more like a night out than a gym session. Expect high energy, big smiles, and basslines that make you forget you’re exercising (almost).

Join us for an uplifting and energising party, no hangover required!

Whether you’re coming solo or with your crew, we’ll get you moving, laughing, and glowing all day long!","2026-03-08","14:30:00.000",2,"ra","2362110"
"Postal","","https://images.ra.co/726b380f6ccc503bb12b6f6ec3dd9ef0236bb2fb.png","Sneaky Pete's, 73 Cowgate; Edinburgh, EH1 1JW; Scotland; United Kingdom","https://ra.coevents/2377172","Sending it into the start of next week every Sunday at Sneaky Pete’s.","2026-03-08","23:00:00.000",1,"ra","2377172"
"Drum n Bounce: IWD Weekend Special","£7.50 - £10","https://images.ra.co/fdd71a1668d5902cd5afea8cba83991b628f2207.png","Bellfield, 16B Bellfield St, Portobello, Edinburgh EH15 2BP","https://ra.coevents/2360064","Drum n Bounce: Weekend Special! (On International Women's Day!)
Motion State Events are running another weekend Drum n Bounce fitness class in Portobello for those who want to try it out and come along to bounce to some drum and bass!

What’s Drum n Bounce?

It’s a feel-good fitness class set to the sounds of drum n bass for an epic workout that feels more like a night out than a gym session. Expect high energy, big smiles, and basslines that make you forget you’re exercising (almost).

Featuring live DJ set: (TBA)

Join us for an uplifting and energising party, no hangover required!
Whether you’re coming solo or with your crew, we’ll get you moving, laughing, and glowing all day long!

Early Bouncer: £7.50
General Admission: £10

Regular Drum n Bounce classes are currently running on Mondays at Bellfield from 5pm and QMU Sports Centre from 7.30pm. We'd love to have you along for a regular bounce, so come join the movement! 

*Photography and filming will take place during the event, and pictures and footage may be used for promotional purposes. Please let a member of the door staff know if you would prefer not to be filmed or photographed.
See you on the dance floor!","2026-03-08","14:30:00.000",0,"ra","2360064"
"Night Tube X RAG // CHARITY CLUB NIGHT","","https://images.ra.co/177bae724ecc90adb822dd7f1ec0733e72d3fb5f.jpg","The Bongo Club, 66 Cowgate; Edinburgh, EH1 1JX;  Scotland; United Kingdom","https://ra.coevents/2369566","Night Tube and Edinburgh RAG are proud to welcome Bristol-based visionary Yushh to Edinburgh for a club night in aid of Alzheimer’s Research UK and Street Assist Edinburgh. 
Yushh represents the forefront of the contemporary UK underground dance scene.
As the founder of the seminal Pressure Dome label, Yushh has established a unique sonic identity characterised by polyrhythms and dynamic momentum. Her releases on Wisdom Teeth, Timedance, Rhythm Section and her own label Pressure Dome, balance ethereal synth textures with the raw, carnal power of humming basslines.

Known for a emotive and percussive approach that masterfully plays with halftime structures, Yushh curates a dancefloor experience that is innovative and movement focused.

Fresh from the success of Brushrunner (her collaborative project with Breaka and Dubrunner), she brings a technical versatility honed through a Noods Radio residency and international appearances at Berghain’s REEF, Draaimolen, and Freerotation.
Join us for a masterclass in the UK’s innovative dance lineage, where dubby precision meets high-intensity club aesthetics.","2026-03-12","23:00:00.000",18,"ra","2369566"
"Pocket // Refracta & Pals","","https://images.ra.co/47941b60bc1950d74b0be4f81cd8c3b20859c9a8.jpg","Sneaky Pete's, 73 Cowgate; Edinburgh, EH1 1JW; Scotland; United Kingdom","https://ra.coevents/2357527","Refracta continues his residency into 2026 with special guests

Pocket is amongst Mixmag's Top 25 Artists to Watch. He's playlisted by Flume, has remixed Charli XCX, and supported Porter Robinson and Fred Again.. and played shows with tight pals sim0ne, Kilimanjaro, salute and Notion","2026-03-12","23:00:00.000",13,"ra","2357527"
"Temperate Sounds: Jungle and Garage","","https://images.ra.co/daa3cd84c23df3c5e534072ac42e585eaac98f2e.jpg","Cabaret Voltaire, 36-38 Blair St; Edinburgh, EH1 1QR; Scotland; United Kingdom","https://ra.coevents/2378895","Temperate Sounds returns to Cabaret Voltaire for a night of Jungle in the main room, with a little Garage in the side.

The focus is simple, rolling breaks, deepbass and space to move in the main room. In the second room, Garage selections run through the night, swung drums, smooth vocals and steady grooves.
Two rooms, no gimmicks.

See you there.


","2026-03-12","23:00:00.000",11,"ra","2378895"
"Palidrone 8th Birthday: Peder Mannerfelt, LWS","","https://images.ra.co/cbafd196f90e7870ed00390237137c517ad4f886.png","Sneaky Pete's, 73 Cowgate; Edinburgh, EH1 1JW; Scotland; United Kingdom","https://ra.coevents/2351590","Celebrating 8 years throwing parties in the capital with the one and only Peder Mannerfelt ˚ ༘ ೀ⋆｡˚

Whether he's dropping underground classics on Blawan & Pariah's label Voam, Nervous Horizon, Numbers or Joy O's label Hinge Finger, or working with Björk, Fever Ray and Smerz, no one does it quite like Peder. He's been pulling about dancefloors for the best part of 20 years with his own brand of non-conformist bass and techno, splitting the difference between playful immediacy and daring experimentation.

More recently, his PM+ series and Peder Mannerfelt Produktion label has seen him thrive on the energy and community of contemporary club music, pushing the music’s possibilities in wild, unpredictable directions.

LWS (Peder Mannerfelt Produktion/TraTraTrax/can you feel the sun) joins on support with Palidrone residents Dansa (LUCKYME), Jace and Rudi

❊

Previous guests: Djrum, DJ Stingray, DMX Krew, De Grandi, Ehua, Errorsmith, Galaxian, Happa, Ifeoluwa, Jabes, Jay Carder, Josey Rebelle, Joy Orbison, Le Dom, Loraine James, Mama Snake, Ma Sha, Neffa-T, object blue, Parris, Proc Fiskal, Solid Blake, Slikback, SPFDJ, Stolen Velour, Teki Latex, Tim Reaper, TSVI, VTSS, Warmchainss, 96 Back & more




","2026-03-13","23:00:00.000",26,"ra","2351590"
"FLY // Luke Alessi","","https://images.ra.co/39c2f650792f1f32b092a8576b11b70a43f30081.jpg","Cabaret Voltaire, 36-38 Blair St; Edinburgh, EH1 1QR; Scotland; United Kingdom","https://ra.coevents/2367821","FLY presents Luke Alessi 

Final entry 01:00

FLY champions cutting edge music in Scotland. Alongside our weekly clubs, we deliver FLY FESTIVAL, FLY WAREHOUSE and many more of the country's top underground dance events.
Previous Guests: &ME, Chris Stussy, PAWSA, Marlon Hoffstadt, sim0ne, DJ Heartstring, Chloé Caillet, Interplanetary Criminal, Job Jobse, Mr G, Max Dean, EFFY, Josh Baker, Sally C, KILIMANJARO + more.","2026-03-13","23:00:00.000",25,"ra","2367821"
"Aquelarre: GK Machine + Pako Vega + Mel:Mel","6","https://images.ra.co/0938324426f7269652eb6499bec5543b7e35798d.jpg","The Safari Lounge, 21 Cadzow Place, Abbeyhill, Edinburgh EH7 5SN, Scotland, United Kingdom","https://ra.coevents/2360420","GK Machine has himself been DJing in clubs, bars, illegal raves, boat parties and secluded beaches for more than 30 years. 
Currently operating Invisible Inc records since 2015, the label specialises in psychedelic oddities catering towards aficionados of something a little more cosmic. The label has received support from Andrew Weatherall, Trevor Jackson, Cosmo Vitelli, Joakim, Optimo, John Talabot, Ivan Smagghe, Prins Thomas, Jane Fitz, Hugo Capablanca, Manfredas, Alexis Le-Tan, Autarkic and many more.

Sounds Of Ogigia’s head-honcho and Aquelarre's mastermind, Pako Vega,  will deliver a DJ set packed with wonky, psychedelic vibes. Expect everything from disco oddities to punk dance, cosmic disco, and beyond.

Mel:Mel founder of Be Indie Deep nights and part of the Shuia-Shuia duo will be on the warming up duties with a selection of slow burn belters and chuggy sounds","2026-03-13","19:00:00.000",13,"ra","2360420"
"Athens of the North Disco Club - 7's All Night with guest DJ Kumar (Star Creature Records)","£4.50","https://images.ra.co/638ab61ca742e279eecc174a0ad919c5978574a8.jpg","People's Leisure Club, 45 Lothian Street, Edinburgh, EH1 1HB","https://ra.coevents/2375199","Another insane night of disco madness with friends and family at our second home People's Leasure club.  We invited friend of the label DJ Kumar, Kumar records as Wings of Sunshine on Star Creature Records (if you dont know the label sort it out and get with the programme). 

To fuck with things further, we have decided to restrict ourselves to 45s / 7"" records all night for no other reason than changing the process can bring different results.. oh and 45s are cool. 

Expect the usual cross genre party madness and to keep it accessible all tickets are £4.50 upfront. ","2026-03-13","22:00:00.000",3,"ra","2375199"
"Friday Cowboy","£6.00","https://images.ra.co/690faf718a74828f0c8ec76577850ca48d634a09.jpg","Leith FAB Cricket Club, 1 Leith Links, Leith, Edinburgh EH6 7QR","https://ra.coevents/2376946","Friday Cowboy returns to Leith Cricket Club for another night of country classics and oddball picks from Edinburgh's favourite cowpokes Jacuzzi General, Ann Tweak and Fierro Grande. ","2026-03-13","21:00:00.000",3,"ra","2376946"
"CRT presents Entasia","£5 - £15","https://images.ra.co/f64a279d83fbdf4fdada24a1580435ad9fedbf4a.jpg","The Mash House, 37 Guthrie Street, Edinburgh, EH1 1JQ, Scotland, United Kingdom","https://ra.coevents/2360357","After a big 2025 we’re back in The Mash House where we will have Liverpool-born DJ and producer Entasia headlining our first event of 2026. 

Alongside as support will be high energy enthusiast Liam Parkins and our usual CRT residents Clear to kick start the night.

As for the bar room, this will be stacked with some of Edinburghs best local DJs","2026-03-14","23:00:00.000",29,"ra","2360357"
"burst speakers events presents: the first blowout","£5","https://images.ra.co/89645aadef8ea9e0bd3f54fa8b9697d84f0b8f4c.jpg","Sketchy Beats Cafe, 208 Great Junction Street, Edinburgh, EH6 5LW, Scotland","https://ra.coevents/2364826","just the first week taste of the heedbangin madness that is to come","2026-03-14","17:00:00.000",15,"ra","2364826"
"NSA Day Culture / Sean Johnston & Tia Cousins","£20.50","https://images.ra.co/1a9fafd698e4e721b1414d964fab241cf64671b5.jpg","The Bongo Club, 66 Cowgate; Edinburgh, EH1 1JX;  Scotland; United Kingdom","https://ra.coevents/2310682","NSA continue its ""Day Culture"" series, this time around London's based Tia Cousins has been invited to play 6 hours back-to-back with ALFOS regular Sean Johnston. So, escape into a world of explosive synths, mind bending acid tones and the odd 909 drum roll all spoken through The Bongo Club's mighty sound system.","2026-03-14","16:00:00.000",31,"ra","2310682"
"Hand-made with Love","","https://images.ra.co/c1e92477a7ad45042842eb1c845db7ca516ab99a.jpg","Sneaky Pete's, 73 Cowgate; Edinburgh, EH1 1JW; Scotland; United Kingdom","https://ra.coevents/2370673","All night, no limits. Hand-made take control of the Sneaky’s booth, digging to the depths of their collection for all the house, groove and oddballs they have to offer. Hot one guaranteed!
","2026-03-14","23:00:00.000",5,"ra","2370673"
"ZOOLOGY with special guest (silent) argent","£0","https://images.ra.co/c3c3e50a866c4c661f673c984bdeee5f7d41e8c8.jpg","The Safari Lounge, 21 Cadzow Place, Abbeyhill, Edinburgh EH7 5SN, Scotland, United Kingdom","https://ra.coevents/2366075","ZOOLOGY is back with another journey through house, afro house, electro and techno. We are especially delighted to welcome (silent) argent who brings jazz, trip hop, and alt-pop to house, techno, and nu skool breaks. Enjoy exclusive tracks and mixes you won't hear anywhere else.","2026-03-14","19:00:00.000",2,"ra","2366075"
"Jitwam (DJ set): Free Time","","https://images.ra.co/1c57a40c51c9793d5212d4da14da63e0906694f0.png","Sneaky Pete's, 73 Cowgate; Edinburgh, EH1 1JW; Scotland; United Kingdom","https://ra.coevents/2310076","Shaped by over a decade of moving through London, NYC, and Australia, Jitwam’s soulful music has always resisted borders. 

The Indian-born creative has long been known for nomadically fusing psychedelic soul, jazz, and house into spiritually charged records. Since his debut “TJD001” in 2013, Jitwam quickly gained respect from tastemakers like Gilles Peterson and Moodymann, who included the EP’s  “Keepyourbusinesstoyourself” in the now iconic DJ-Kicks compilation; a move that sparked international attention and set Jitwam on a global trajectory. 

With a creative process that is both intentional and intuitive, he released his self-titled debut album, ज़ितम सिहँ, in 2017. This was followed by several EPs on his own imprint, The Jazz Diaries, and full-length albums Honeycomb (2019) and Third (2022). With over 100 million streams to date, Honeycomb remains a defining release in Jitwam’s catalogue. 

Jitwam stands, as always, as a rare connective tissue between club rhythms and spiritual introspection. All part of his lived experience, his forthcoming project ""ALLIN"" project draws equal parts from classic soul, Indian cinema, lounge jazz, and Detroit house, a music community he holds a profound affinity for.","2026-03-15","18:00:00.000",82,"ra","2310076"
"Postal","","https://images.ra.co/726b380f6ccc503bb12b6f6ec3dd9ef0236bb2fb.png","Sneaky Pete's, 73 Cowgate; Edinburgh, EH1 1JW; Scotland; United Kingdom","https://ra.coevents/2377173","Sending it into the start of next week every Sunday at Sneaky Pete’s.","2026-03-15","23:00:00.000",1,"ra","2377173"
